id,source,vulnerability,description,recommendation,url
199,MITRE CWE,CWE-1106: Insufficient Use of Symbolic Constants,"The source code uses literal constants that may need to change 					or evolve over time, instead of using symbolic constants.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/1106.html
200,MITRE CWE,CWE-1107: Insufficient Isolation of Symbolic Constant Definitions,"The source code uses symbolic constants, but it does not 					sufficiently place the definitions of these constants into a more centralized or 					isolated location.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/1107.html
201,MITRE CWE,CWE-1108: Excessive Reliance on Global Variables,"The code is structured in a way that relies too much on using 					or setting global variables throughout various points in the code, instead of 					preserving the associated information in a narrower, more local 					context.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/1108.html
202,MITRE CWE,CWE-1109: Use of Same Variable for Multiple Purposes,"The code contains a callable, block, or other code element in 					which the same variable is used to control more than one unique task or store 					more than one instance of data.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/1109.html
203,MITRE CWE,CWE-111: Direct Use of Unsafe JNI,"When a Java application uses the Java Native Interface (JNI) to call code written in another programming language, it can expose the application to weaknesses in that code, even if those weaknesses cannot occur in Java.",Implement error handling around the JNI call. Do not use JNI calls if you don't trust the native library. Be reluctant to use JNI calls. A Java API equivalent may exist.,https://cwe.mitre.org/data/definitions/111.html
204,MITRE CWE,CWE-1110: Incomplete Design Documentation,"The product's design documentation does not adequately describe 					control flow, data flow, system initialization, relationships between tasks, 					components, rationales, or other important aspects of the 					design.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/1110.html
205,MITRE CWE,CWE-1111: Incomplete I/O Documentation,"The product's documentation does not adequately define inputs, 					outputs, or system/software interfaces.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/1111.html
206,MITRE CWE,CWE-1112: Incomplete Documentation of Program Execution,The document does not fully define all mechanisms that are used 					to control or influence how product-specific programs are 					executed.,Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/1112.html
207,MITRE CWE,CWE-1113: Inappropriate Comment Style,The source code uses comment styles or formats that are 					inconsistent or do not follow expected standards for the 					product.,Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/1113.html
208,MITRE CWE,CWE-1114: Inappropriate Whitespace Style,The source code contains whitespace that is inconsistent across 					the code or does not follow expected standards for the 					product.,Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/1114.html
209,MITRE CWE,CWE-1115: Source Code Element without Standard Prologue,The source code contains elements such as source files  					that do not consistently provide a prologue or header that has been 					standardized for the project.,Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/1115.html
210,MITRE CWE,CWE-1116: Inaccurate Source Code Comments,The source code contains comments that do not accurately 					describe or explain aspects of the portion of the code with which the comment is 					associated.,Verify that each comment accurately reflects what is intended to happen during execution of the code.,https://cwe.mitre.org/data/definitions/1116.html
211,MITRE CWE,CWE-1117: Callable with Insufficient Behavioral Summary,"The code contains a function or method whose signature and/or associated 					inline documentation does not sufficiently describe the callable's inputs, outputs, 					side effects, assumptions, or return codes.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/1117.html
212,MITRE CWE,CWE-1118: Insufficient Documentation of Error Handling Techniques,"The documentation does not sufficiently describe the techniques 					that are used for error handling, exception processing, or similar 					mechanisms.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/1118.html
213,MITRE CWE,CWE-1119: Excessive Use of Unconditional Branching,"The code uses too many unconditional branches (such as 					""goto"").",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/1119.html
214,MITRE CWE,CWE-112: Missing XML Validation,The product accepts XML from an untrusted source but does not validate the XML against the proper schema.,Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/112.html
